,Irisville I, LESTE,"-16.638600851204195, -49.158699860498835"
,Irisville II, LESTE,"-16.64026614213033, -49.161274780977934"
,Jardim Abaporu, LESTE,"-16.654047900879267, -49.18482689400512"
,Jardim Atenas, LESTE,"-16.594438162848522, -49.345213271062555"
,Jardim Bela Vista, LESTE,"-16.73755846417673, -49.23490763432691"
,Jardim Brasil, LESTE,"-16.692123202314566, -49.20926994024423"
,Jardim California, LESTE,"-16.675639480215388, -49.19475473394987"
,Jardim California Industrial, LESTE,"-16.67133692697487, -49.20026491478893"
,Jardim Conquista, LESTE,"-16.666687172019774, -49.19350865472847"
,Jardim da Luz, LESTE,"-16.72435604582673, -49.23597948337059"
,Jardim das Aroeiras, LESTE,"-16.663602646038772, -49.20026143574492"
,Jardim Dom Fernando, LESTE,"-16.662886937389835, -49.19396486896098"
,Jardim Dom Fernando I, LESTE,"-16.664887954631, -49.18930830967334"
,Jardim Dom Fernando II, LESTE,"-16.666812891293702, -49.19366900887296"
,Jardim Lajeado, LESTE,"-16.64558124322217, -49.1900410630672"
,Jardim Maria Helena, LESTE,"-16.655766438874405, -49.18348827122119"
,Jardim Mariliza, LESTE,"-16.73484752289962, -49.20340026968224"
,Jardim Novo Mundo, LESTE,"-16.67951046008829, -49.218854918743524"
,Jardim Paris, LESTE,"-16.72956404117258, -49.20533151098619"
,Jardim Santa Cecilia, LESTE,"-16.768814777258207, -49.256332675266066"
,Jardim Valencia, LESTE,"-16.725054061107222, -49.2085904210331"
,Jardim Verona, LESTE,"-16.71959611159383, -49.21326672399616"
,Jardim Vitoria, LESTE,"-16.718551535370835, -49.213499444381235"
,Jardim Vitoria II, LESTE,"-16.740614810747548, -49.20751707704688"
,Jardins Milao, LESTE,"-16.725975628924058, -49.203320681817424"
,Jardins Munique, LESTE,"-16.720581985088618, -49.20254856941553"
,Lucy Pinheiro, LESTE,"-16.65386198410682, -49.17465180342393"
Sítios de recreio,Mansoes Bernardo Sayao, LESTE,"-16.60916735354159, -49.20245624801044"
Residencial,Mar del Plata, LESTE,"-16.66438128959106, -49.17872106334702"
Condomínio,Monte Verde, LESTE,"-16.62102735615789, -49.19102431507137"
,Park Lozandes, LESTE,"-16.69840061518135, -49.22442318421244"
,Parque Acalanto, LESTE,"-16.742693575663186, -49.21546546931737"
,Parque Atheneu, LESTE,"-16.74473652195209, -49.19752071406464"
,Parque das Amendoeiras, LESTE,"-16.655475999873268, -49.19428220837619"
,Parque das Laranjeiras, LESTE,"-16.726325579713187, -49.225557640198325"
Residencial,Parque Flamboyant, LESTE,"-16.7037674248709, -49.234088267577285"
,Parque Santa Cruz, LESTE,"-16.73277020721311, -49.2224853564315"
,Parque Santa Maria, LESTE,"-16.694705633010958, -49.20136286520617"
Residencial,Paulo Estrela, LESTE,"-16.644211925481418, -49.179113374588624"
Condomínio,Portal do Sol, LESTE,"-16.712394175436486, -49.188200155068586"
Condomínio,Portal do Sol II, LESTE,"-16.71906979678742, -49.18221017812422"
Condomínio,Prive dos Girassois, LESTE,"-16.714237488886457, -49.22194480795209"
,Setor Recanto das Minas Gerais, LESTE,"-16.64411019878916, -49.18617324372506"
,Residencial Havai, LESTE,"-16.65047518279629, -49.20328846368556"
,Residencial Olinda, LESTE,"-16.68599644877072, -49.20014919061465"
,Residencial Ouro Preto, LESTE,"-16.635857256620877, -49.19175804146259"
,Residencial Portugues, LESTE,"-16.620820903381297, -49.300741870995616"
,Rio Jordao, LESTE,"-16.641692370378003, -49.18156634826673"
,Santo Hilario, LESTE,"-16.64982614498717, -49.19271713487336"
,Santo Hilario I, LESTE,"-16.64982614498717, -49.19271713487336"
,Santo Hilario II, LESTE,"-16.6474644377537, -49.190554261849826"
,Sao Leopoldo, LESTE,"-16.652095902423763, -49.17828798395805"
,Senador Paranhos, LESTE,"-16.65723033202764, -49.186064667042245"
Residencial,Serra Park, LESTE,"-16.672780929977275, -49.20377933313631"
Residencial,Sonho Dourado, LESTE,"-16.65699108924623, -49.19925025880893"
Residencial,Sonho Verde, LESTE,"-16.68813424927107, -49.21293907840482"
Loteamento,Tupinamba dos Reis, LESTE,"-16.63139049744334, -49.28240730187083"
,Vale das Brisas, LESTE,"-16.714023465553954, -49.078015279704"
,Vale do Araguaia, LESTE,"-16.680389110461583, -49.20439687045237"
,Vila Alto da Gloria, LESTE,"-16.718116375132617, -49.233263564055"
,Vila Bandeirantes, LESTE,"-16.67076620619561, -49.2274387527056"
,Vila Concordia, LESTE,"-16.66126032516313, -49.185915514637344"
,Vila Legionarias, LESTE,"-16.730669781352137, -49.23234797087492"
,Vila Maria Luiza, LESTE,"-16.68657629797154, -49.22200188459089"
,Vila Martins, LESTE,"-16.673189348245085, -49.20747122436802"
,Vila Matilde, LESTE,"-16.652839853371816, -49.18308355556261"
,Vila Morais, LESTE,"-16.664169573148044, -49.22234155724818"
,Vila Pedroso, LESTE,"-16.65652659045169, -49.17714357885455"
,Vila Romana, LESTE,"-16.620422185713604, -49.25995783453191"
,Montes claros, LESTE,"-16.63538809519618, -49.183566967202985"
Residencial,Ville de France, LESTE,"-16.742696960261163, -49.18950537087307"
,Alphaville Residencial, SUDOESTE,"-16.72937882166989, -49.375238641973795"
,Alto Oriente, SUDOESTE,"-16.753631167570635, -49.36251498449549"
,Amin Camargo, SUDOESTE,"-16.76753111714882, -49.36579784843412"
,Ana Clara, SUDOESTE,"-16.780143920280935, -49.36420351305554"
,Andreia, SUDOESTE,"-16.79988221508705, -49.3657968003751"
,Parque Anhanguera, SUDOESTE,"-16.72527426258973, -49.29552224879154"
,Parque Anhanguera I, SUDOESTE,"-16.724032159286622, -49.29918864686236"
,Parque Anhanguera II, SUDOESTE,"-16.72575049135994, -49.30779276562914"
Residencial,Atibaia, SUDOESTE,"-16.76914298234592, -49.36747436900515"
Conjunto Residencial,Baliza, SUDOESTE,"-16.773536168561638, -49.36026866479441"
,Bonanza, SUDOESTE,"-16.657315926199903, -49.353883661462206"
,Bosque Sumare, SUDOESTE,"-16.72627171199643, -49.29595202707635"
,Brasil Central, SUDOESTE,"-16.723716416606877, -49.35241143739345"
Conjunto Residencial,Cachoeira Dourada, SUDOESTE,"-16.72629194052247, -49.326943308351936"
Residencial,Campos Dourados, SUDOESTE,"-16.79965384292251, -49.36598970360589"
Residencial,Celina Park, SUDOESTE,"-16.711462454378427, -49.32210423678757"
Residencial,Center Ville, SUDOESTE,"-16.752784002146957, -49.34201708522155"
,Condominio das Esmeraldas, SUDOESTE,"-16.78455822565984, -49.355381324018474"
,Portal do Oriente, SUDOESTE,"-16.762259477836842, -49.367804313996714"
,Cristina, SUDOESTE,"-16.75821233562394, -49.37170040613002"
Chácaras,Dona Ge, SUDOESTE,"-16.706201024224487, -49.32107631691668"
,Residencial Eldorado, SUDOESTE,"-16.70817385258975, -49.32676406110755"
,Eli Forte, SUDOESTE,"-16.73285269030205, -49.352278115175515"
,Faicalville, SUDOESTE,"-16.74038366117217, -49.31748676405989"
Residencial,Forteville, SUDOESTE,"-16.746315828848502, -49.372271689323846"
Setor,Garavelo, SUDOESTE,"-16.748921751700397, -49.35497965178741"
Setor,Garavelo B, SUDOESTE,"-16.75659757749519, -49.344961828794965"
,Grajaú, SUDOESTE,"-16.76188221882323, -49.366244527413684"
,Residencial Granville, SUDOESTE,"-16.715313703552965, -49.32839972728366"
,Jardim Alvaphille, SUDOESTE,"-16.734495660350532, -49.379716721856"
,Jardim Atlantico, SUDOESTE,"-16.73355754903269, -49.29194723488563"
,Jardim Ana Lucia, SUDOESTE,"-16.699874929202895, -49.3118195600854"
,Jardim Caravelas, SUDOESTE,"-16.755577295833664, -49.3519273731199"
,Jardim Eli Forte, SUDOESTE,"-16.734925212978336, -49.34908589362274"
,Jardim Europa, SUDOESTE,"-16.71600523621815, -49.30669553635461"
,Jardim Florenca, SUDOESTE,"-16.72498413702508, -49.313360486072334"
,Jardim Gardenia, SUDOESTE,"-16.74300749265648, -49.37967508964664"
,Jardim Ipanema, SUDOESTE,"-16.78951775792183, -49.24537392198266"
,Jardim Itaipú, SUDOESTE,"-16.779885267939395, -49.36008613068263"
,Jardim Madri, SUDOESTE,"-16.74900953228281, -49.344461062218954"
,Jardim Planalto, SUDOESTE,"-16.715455146474614, -49.3061235919594"
,Jardim Presidente, SUDOESTE,"-16.736505829251595, -49.337237098144776"
,Jardim Sonia Maria, SUDOESTE,"-16.72988753637491, -49.331361347598836"
,Jardim Tancredo Neves, SUDOESTE,"-16.72762488685271, -49.333534228682936"
,Jardim Vila Boa, SUDOESTE,"-16.72994272346897, -49.31738281871824"
,Jardins Lisboa, SUDOESTE,"-16.77146947387866, -49.35464744759801"
,Madre Germana, SUDOESTE,"-16.836072256565537, -49.365587044139296"
Conjunto Habitacional,Madre Germana I, SUDOESTE,"-16.836072256565537, -49.365587044139296"
Conjunto Habitacional,Madre Germana II, SUDOESTE,"-16.814546965017247, -49.375554077583956"
Setor,Maria Celeste, SUDOESTE,"-16.76571234290661, -49.35107236450537"
,Moinho dos Ventos, SUDOESTE,"-16.729389784383756, -49.34730401929726"
Residencial,Monte Carlo, SUDOESTE,"-16.726277345809713, -49.33687618579067"
Setor,Novo Horizonte, SUDOESTE,"-16.71905833937266, -49.31607762060785"
Setor,Orientville, SUDOESTE,"-16.74760735202872, -49.356943316168135"
,Parque Anhanguera, SUDOESTE,"-16.725214422648655, -49.295205626818834"
,Parque Oeste Industrial, SUDOESTE,"-16.694072724895804, -49.33133637946768"
,Parque Santa Rita, SUDOESTE,"-16.725368927607267, -49.36229150839195"
,Porto Seguro, SUDOESTE,"-16.71204310460824, -49.334883097438734"
,Prive Atlântico, SUDOESTE,"-16.73869748254372, -49.30561182883533"
,Prive Ilhas do Caribe, SUDOESTE,"-16.711668765310698, -49.26744340526998"
,Real Conquista, SUDOESTE,"-16.781280788614357, -49.38633188278823"
Loteamento,Recanto das Emas, SUDOESTE,"-16.73820558699142, -49.367300972739464"
,Recreio do Funcionario Publico, SUDOESTE,"-16.71185353948626, -49.33889165438067"
,Residencial Barcelona, SUDOESTE,"-16.746613563323276, -49.340991055568814"
,Residencial Canada, SUDOESTE,"-16.72081102816216, -49.318127420880316"
,Residencial Eldorado, SUDOESTE,"-16.707978355712523, -49.32723618225038"
,Residencial Fidelis, SUDOESTE,"-16.744499749816356, -49.3683840818132"
,Residencial Flamingo, SUDOESTE,"-16.74036365113262, -49.33051980154471"
,Residencial Florida, SUDOESTE,"-16.717184430735447, -49.347871951695794"
,Residencial Itaipú, SUDOESTE,"-16.785305836849403, -49.36725081738525"
,Residencial Katia, SUDOESTE,"-16.737161835400787, -49.36149682061081"
,Residencial Porto dourado I, SUDOESTE,"-16.795888798362963, -49.36071110276751"
,Residencial Porto dourado II, SUDOESTE,"-16.795164664004844, -49.36233837217544"
,Residencial Porto dourado III, SUDOESTE,"-16.79435323862339, -49.363636561250324"
,Residencial Manhattan, SUDOESTE,"-16.706434645439376, -49.297437999820765"
,Residencial Sevilha, SUDOESTE,"-16.743535525259432, -49.34264908846085"
,Residencial Talisma, SUDOESTE,"-16.740243298057802, -49.35272165908301"
,Residencial Aquarios, SUDOESTE,"-16.725524565447984, -49.331136338239865"
,Residencial Aquarios II, SUDOESTE,"-16.72659315682122, -49.329376809245794"
,Rio Formoso, SUDOESTE,"-16.722088793758616, -49.33334614473646"
,Rio Verde, SUDOESTE,"-16.736789189419742, -49.36887159374201"
,Santa Fe, SUDOESTE,"-16.752398048242316, -49.30246773850234"
,Santa Fe I, SUDOESTE,"-16.751089856518664, -49.38007859099499"
,Santa Rita, SUDOESTE,"-16.734899915114, -49.34107801348644"
,Santa Rita V, SUDOESTE,"-16.728571091755303, -49.33900093275199"
,Santa Rita VII, SUDOESTE,"-16.734668045195594, -49.33745006553556"
,Setor dos Dourados, SUDOESTE,"-16.767483416662966, -49.35138140789185"
,Solar Bougainville, SUDOESTE,"-16.731258397588448, -49.360287110637486"
,Solar Santa Rita, SUDOESTE,"-16.71901533561599, -49.35999347442613"
,Setor Sudoeste, SUDOESTE,"-16.69298887070902, -49.29830080370315"
,Tres Marias, SUDOESTE,"-16.739201223406265, -49.330838222562775"
,Ulisses Guimaraes, SUDOESTE,"-16.729848164004768, -49.33379548225755"
,Setor Uniao, SUDOESTE,"-16.70271750253648, -49.31202170800282"
,Vereda dos Buritis, SUDOESTE,"-16.71987210255951, -49.34423543384792"
,Vila Adelia, SUDOESTE,"-16.687764821882855, -49.32400716833944"
,Vila Alpes, SUDOESTE,"-16.701012635507382, -49.296638457234124"
,Vila Alvorada, SUDOESTE,"-16.70619957075438, -49.30913297160914"
,Vila Anchieta, SUDOESTE,"-16.693002523759272, -49.31342244262012"
,Vila Bela, SUDOESTE,"-16.70722103066745, -49.299656355391384"
,Vila Luciana, SUDOESTE,"-16.70755630534026, -49.3332406970302"
,Vila Lucy, SUDOESTE,"-16.690670129157333, -49.31049862541235"
,Vila Maua, SUDOESTE,"-16.70206144159512, -49.31551510954935"
,Vila Rosa, SUDOESTE,"-16.743737211484238, -49.29474394471345"
,Vila Rezende, SUDOESTE,"-16.71993256941113, -49.30573816193299"
,Vila Santa Rita, SUDOESTE,"-16.67919440513006, -49.32048705724225"
,Vila Sao Paulo, SUDOESTE,"-16.655253599200726, -49.29678818210228"
,Village Green Park, SUDOESTE,"-16.725989472254337, -49.29602313986609"
,Village Santa Rita, SUDOESTE,"-16.721969038710686, -49.36336879393142"
,Village Santa Rita IV, SUDOESTE,"-16.68565645068155, -49.39347990527047"
,Condominio Anhanguera, SUDOESTE,"-16.7151940795216, -49.362618317483275"
